time,lat,long,depth,mag
2009-01-24T09:02:08.350Z,53.19433333333333,-168.04866666666666,11.29,1.7
2009-01-24T10:36:31.420Z,60.07083333333333,-153.05033333333333,2.65,-0.1
2009-01-24T11:45:42.700Z,60.05166666666667,-153.05866666666665,0.64,0.7
2009-01-24T12:28:34.330Z,60.04333333333334,-153.07166666666666,0,0.6
2009-01-24T13:17:22.260Z,53.214333333333336,-168.47133333333332,15.53,1.5
2009-01-24T16:43:49.070Z,60.05083333333334,-153.06466666666665,0.88,0.3
2009-01-24T17:05:08.010Z,52.39383333333333,-174.09116666666668,5.54,1
2009-01-24T20:26:23.400Z,60.49333333333333,-152.76016666666666,0,-0.3
2009-01-24T20:40:09.120Z,51.85066666666667,-177.91533333333334,5.76,1.2
2009-01-24T22:04:31.030Z,60.55,-153.4255,14.44,0.8
2009-01-25T07:04:59.230Z,51.887166666666666,-177.85466666666667,4.66,1.4
2009-01-25T07:14:30.940Z,51.879666666666665,-177.86616666666666,5.2,1
2009-01-25T10:47:46.320Z,60.47083333333333,-152.70666666666668,0,0.3
2009-01-25T11:34:52.840Z,60.485166666666665,-152.7795,0,0.8
2009-01-25T12:14:06.340Z,60.49316666666667,-152.77433333333335,0,0.9
2009-01-25T12:14:31.100Z,60.4745,-152.75216666666665,1.22,0.2
2009-01-25T12:14:56.600Z,60.49,-152.77033333333333,0,0.8
2009-01-25T12:16:06.960Z,60.495333333333335,-152.765,0,0.4
2009-01-25T12:16:36.660Z,60.49283333333333,-152.7655,0,0.7
2009-01-25T13:48:43.510Z,60.47083333333333,-152.7605,0.92,1.1
2009-01-25T13:57:35.580Z,60.498,-152.7505,0,0.6
2009-01-25T13:58:53.600Z,60.4895,-152.78316666666666,0,0.7
2009-01-25T14:06:16.690Z,60.49066666666667,-152.77683333333334,0,0.7
2009-01-25T14:17:30.480Z,60.50033333333333,-152.75266666666667,0,0.6
2009-01-25T14:42:15.660Z,60.4865,-152.77816666666666,0,0.8
2009-01-25T15:05:01.190Z,60.49466666666667,-152.741,0,0.4
2009-01-25T15:09:34.510Z,60.483666666666664,-152.774,0.01,0.5
2009-01-25T15:19:19.810Z,60.493,-152.73,3.8,1.1
2009-01-25T15:19:45.150Z,60.496,-152.77283333333332,0,0.8
2009-01-25T15:25:25.240Z,60.49483333333333,-152.766,0,0.7
2009-01-25T17:13:37.010Z,60.493,-152.72583333333333,1.11,-0.9
2009-01-25T17:29:30.340Z,60.49583333333333,-152.76983333333334,0,-0.3
2009-01-25T17:53:49.430Z,60.488166666666665,-152.7555,0,0.6
2009-01-25T18:14:32.180Z,60.49066666666667,-152.7485,0,0.4
2009-01-25T18:16:32.370Z,60.50266666666667,-152.76616666666666,0,0.7
2009-01-25T18:26:36.920Z,60.495333333333335,-152.74566666666666,0,0.3
2009-01-25T19:15:46.460Z,60.48916666666667,-152.758,0,0.4
2009-01-25T19:24:19.290Z,60.07933333333333,-153.05816666666666,0,-0.1
2009-01-25T19:28:41.760Z,60.49133333333333,-152.75566666666666,0,0.8
2009-01-25T19:31:47.790Z,60.4825,-152.73633333333333,0,0.2
2009-01-25T20:04:07.790Z,60.47966666666667,-152.7255,0,0.6
2009-01-25T20:08:12.770Z,53.901833333333336,-166.98483333333334,7.53,0.7
